MT-TF ENSG00000210049
RNU2-72P ENSG00000223107
RN7SKP86 ENSG00000222386
RNU6-1279P ENSG00000206644
RN7SL494P ENSG00000241175
RN7SL524P ENSG00000266754
RNA5SP370 ENSG00000199415
RNU6-1276P ENSG00000202242
RNA5SP144 ENSG00000222778
RNA5SP168 ENSG00000252451
RNU6-589P ENSG00000252294
RNA5SP109 ENSG00000212312
RN7SKP139 ENSG00000222343
RNU6-1072P ENSG00000207434
RN7SL384P ENSG00000242912
RNU6-1284P ENSG00000200571
RNA5SP276 ENSG00000199450
RNU7-174P ENSG00000252057
RNU6-1287P ENSG00000199784
RN7SKP166 ENSG00000222744
SNORD53 ENSG00000265145
RNU6-21P ENSG00000207441
RN7SL88P ENSG00000277062
RNU6-349P ENSG00000199272
SCARNA21B ENSG00000251866
RNU2-65P ENSG00000222094
MIR6727 ENSG00000283712
SNORA46 ENSG00000207493
SNORD14D ENSG00000207118
RNU6-931P ENSG00000200720
RNA5SP521 ENSG00000252012
MIR4781 ENSG00000283749
RNA5SP462 ENSG00000252539
RNA5SP490 ENSG00000252950
RNU6-71P ENSG00000207203
RN7SL825P ENSG00000239731
MIR555 ENSG00000283701
RN7SL804P ENSG00000266185
RNA5SP226 ENSG00000199523
RNU6-271P ENSG00000200728
SCARNA2 ENSG00000278249
RNU6-998P ENSG00000251703
RN7SKP275 ENSG00000201496
LENG1 ENSG00000277457
MIR3658 ENSG00000283936
RNA5SP331 ENSG00000201856
RNU6-473P ENSG00000251973
MIR214 ENSG00000283844
RNA5S17 ENSG00000200370
RNU6-422P ENSG00000207362
RNU6-987P ENSG00000207490
MIR6742 ENSG00000284311
RNU6-32P ENSG00000206675
RN7SL473P ENSG00000277452
RN7SKP35 ENSG00000253019
MIR6072 ENSG00000278069
RNY3P14 ENSG00000207036
RNU6-363P ENSG00000199765
MIR3116-2 ENSG00000283690
RNU1-74P ENSG00000206835
MIR6078 ENSG00000274809
RNU4ATAC5P ENSG00000253035
RNU6-161P ENSG00000199921
MIR606 ENSG00000207583
MIR548Q ENSG00000221331
RN7SL401P ENSG00000241866
SNORD108 ENSG00000239014
RNU6-900P ENSG00000207227
MIR670 ENSG00000211568
MIR1265 ENSG00000221371
RNU6-295P ENSG00000252710
RNA5SP298 ENSG00000201861
MIR130A ENSG00000208009
MIR615 ENSG00000207571
RN7SL711P ENSG00000276047
SNORD18B ENSG00000202529
RNU105C ENSG00000199212
RN7SL359P ENSG00000244384
MIR5700 ENSG00000266099
MIR3163 ENSG00000266423
RNU6-23P ENSG00000200153
RNU6-1293P ENSG00000206804
SNORD114-11 ENSG00000200608
MIR770 ENSG00000211574
MIR409 ENSG00000199107
MIR376A2 ENSG00000283561
RNY1P3 ENSG00000223158
RNU6-205P ENSG00000212160
MIR4718 ENSG00000264733
SNORA70H ENSG00000206637
GOLGA8J ENSG00000278119
SNORA7B ENSG00000207088
SNORD45B ENSG00000201487
MIR3177 ENSG00000265820
MIR6511A1 ENSG00000275259
RNU6-721P ENSG00000222087
RNU4-36P ENSG00000201164
MIR548H2 ENSG00000221801
MIR4743 ENSG00000266276
RN7SL370P ENSG00000243437
RN7SL447P ENSG00000243991
NLRP2 ENSG00000278682
RN7SL126P ENSG00000276281
RNU6-1213P ENSG00000252884
MIR8058 ENSG00000277387
MIR518D ENSG00000283330
RNA5SP343 ENSG00000284736
RNU2-47P ENSG00000222581
MIR7850 ENSG00000277904
RN7SL79P ENSG00000239595
MIR8061 ENSG00000277636
RNA5SP450 ENSG00000223138
RNU6-107P ENSG00000252452
RNA5SP532 ENSG00000283433
MIR643 ENSG00000208002
MIR1292 ENSG00000284481
MIR1262 ENSG00000221203
RNA5SP62 ENSG00000200327
RNU6-903P ENSG00000212572
MIR5001 ENSG00000284407
MIR3134 ENSG00000264354
RNA5SP31 ENSG00000223076
MIR511 ENSG00000207938
MIR663A ENSG00000284419
SNORA80E ENSG00000207475
MIR548P ENSG00000221263
RNU7-40P ENSG00000252206
RN7SL1 ENSG00000276168
RNU6-1080P ENSG00000206709
MIR8086 ENSG00000275036
MIR941-4 ENSG00000216195
MIR206 ENSG00000207604
SNORD21 ENSG00000206680
RN7SL190P ENSG00000264933
MIR3909 ENSG00000266320
MIR6879 ENSG00000278851
MIR1302-6 ENSG00000221393
MIR4766 ENSG00000266594
RNU6-12P ENSG00000207334
RNU6-911P ENSG00000252332
RNU6-1122P ENSG00000207178
MIR595 ENSG00000207637
LENG1 ENSG00000278257
MIR203A ENSG00000207568
RNU6-904P ENSG00000252015
MIRLET7B ENSG00000284520
RNA5SP511 ENSG00000222419
MIR5195 ENSG00000265929
MIR3622A ENSG00000284351
RN7SL672P ENSG00000239742
RNA5SP392 ENSG00000252714
MIR3921 ENSG00000264897
MIR4252 ENSG00000265392
MIR4287 ENSG00000265847
MIR4717 ENSG00000264004
RNU6-1127P ENSG00000207310
MIR887 ENSG00000216077
RPS9 ENSG00000278081
RNU6ATAC18P ENSG00000221340
MIR4427 ENSG00000265744
MIR5708 ENSG00000265588
MIR3179-1 ENSG00000284305
MIR4460 ENSG00000265691
SNORA70J ENSG00000206909
MIR509-3 ENSG00000212014
MIR4676 ENSG00000266719
RNU6-219P ENSG00000201598
RNU2-17P ENSG00000222222
MIR4434 ENSG00000283204
MIR143 ENSG00000284182
MIR1287 ENSG00000284415
RNA5SP321 ENSG00000199592
RN7SL818P ENSG00000274234
RNU6-1117P ENSG00000207255
MIR3133 ENSG00000263752
MIR1271 ENSG00000221464
MIR6750 ENSG00000274986
RNU1-51P ENSG00000202215
MIR4794 ENSG00000264470
RNU1-133P ENSG00000201737
MIR129-1 ENSG00000207705
RNU6-20P ENSG00000206833
RN7SL598P ENSG00000243700
MIR4306 ENSG00000263615
RNU2-70P ENSG00000222650
MIR3671 ENSG00000265996
MIR486-1 ENSG00000274705
MIR4451 ENSG00000266421
RNA5SP223 ENSG00000202044
MIR2392 ENSG00000266461
RNU6-1308P ENSG00000252626
RN7SL634P ENSG00000242894
MIR1299 ENSG00000275377
SNORD12C ENSG00000209042
MIR3529 ENSG00000283484
MIR297 ENSG00000215961
MIR7152 ENSG00000274824
RNU4-22P ENSG00000222990
MIR6857 ENSG00000278204
RNU2-39P ENSG00000222536
MIR5589 ENSG00000266204
RNU4-46P ENSG00000222750
MIR6748 ENSG00000284535
MIR580 ENSG00000207756
RN7SL504P ENSG00000241789
MIR506 ENSG00000207731
RN7SL578P ENSG00000239228
MIR518F ENSG00000207706
SNORA2B ENSG00000207313
RN7SKP61 ENSG00000222574
MIR6505 ENSG00000275770
RNU7-24P ENSG00000239081
MIR548B ENSG00000207982
RN7SL560P ENSG00000264438
MIR5000 ENSG00000263909
MIR4706 ENSG00000266531
RN7SKP26 ENSG00000222179
MIR1183 ENSG00000221783
MIR3679 ENSG00000263813
RN7SL168P ENSG00000244296
MIR345 ENSG00000198984
RNU7-186P ENSG00000238419
ARHGAP11A ENSG00000275568
RNU6-494P ENSG00000253063
MIR937 ENSG00000284224
MIR3677 ENSG00000266643
MIR548O2 ENSG00000275453
RN7SKP244 ENSG00000252322
MIR6069 ENSG00000274280
MIR6864 ENSG00000274300
RNA5SP158 ENSG00000222230
RNA5SP475 ENSG00000222500
MIR6820 ENSG00000284289
RDH13 ENSG00000278149
MIR365B ENSG00000283978
RNU6-457P ENSG00000200869
RN7SL472P ENSG00000240457
RN7SKP178 ENSG00000201875
MIR145 ENSG00000276365
RN7SKP125 ENSG00000222413
RNU6ATAC32P ENSG00000251835
MIR4433A ENSG00000283222
RN7SL334P ENSG00000244618
MIR7853 ENSG00000263572
RN7SL489P ENSG00000277295
MIR1825 ENSG00000284125
RNA5SP33 ENSG00000252496
RN7SL679P ENSG00000243905
MIR3609 ENSG00000266019
MIR4327 ENSG00000265007
RNA5SP510 ENSG00000201567
RN7SL130P ENSG00000244256
RNU7-38P ENSG00000238446
MIR199B ENSG00000207581
RNU6-550P ENSG00000212359
RNU6-201P ENSG00000252909
MIRLET7A3 ENSG00000283990
RN7SL870P ENSG00000244732
SNORD114-14 ENSG00000199593
RN7SL823P ENSG00000263595
MIR1284 ENSG00000221264
RNU4-69P ENSG00000222609
RN7SKP129 ENSG00000222220
MIR6500 ENSG00000275816
MIR579 ENSG00000207956
SNORD115-20 ENSG00000201969
RN7SL20P ENSG00000242251
RN7SL630P ENSG00000264978
RNU4-32P ENSG00000200274
MIR4680 ENSG00000284482
RNU7-160P ENSG00000252469
RN7SL585P ENSG00000274168
RNU6-386P ENSG00000199520
MIR5197 ENSG00000266478
MIR7843 ENSG00000273830
RNA5SP102 ENSG00000252674
RNA5SP333 ENSG00000200336
RNU6-1050P ENSG00000222320
RNU7-49P ENSG00000251991
RNA5SP494 ENSG00000222585
RN7SL549P ENSG00000239825
MIR3691 ENSG00000265083
RNU6-1211P ENSG00000238382
MIR376A1 ENSG00000283588
MIR5581 ENSG00000263675
RNU4-91P ENSG00000201648
SNORD114-22 ENSG00000202293
RNU6-54P ENSG00000202433
RN7SKP49 ENSG00000252484
MIR3925 ENSG00000263894
MIR410 ENSG00000199092
RN7SKP4 ENSG00000271818
RN7SL290P ENSG00000264613
SNORD49A ENSG00000277370
MIR137 ENSG00000284202
RNU6-750P ENSG00000212248
RN7SKP115 ENSG00000200047
MIR320A ENSG00000208037
MIR484 ENSG00000283736
RNA5SP23 ENSG00000212308
MIR1537 ENSG00000222831
RN7SKP298 ENSG00000251759
SNORA71C ENSG00000201512
MIR4663 ENSG00000266324
RNA5SP224 ENSG00000201939
RNU6-1321P ENSG00000212207
MIR6511A2 ENSG00000278221
RNU6-633P ENSG00000199482
MIR4678 ENSG00000283672
RNU6-1212P ENSG00000252832
RNU6-611P ENSG00000207003
RNU6-593P ENSG00000201586
MIR6854 ENSG00000278412
RNU1-22P ENSG00000200204
RN7SL793P ENSG00000264554
MIR4724 ENSG00000284424
MIR548E ENSG00000221214
MIR4673 ENSG00000263403
MIR612 ENSG00000283791
MIR6779 ENSG00000277057
SNORD50B ENSG00000275072
RNY4P19 ENSG00000199400
MIR492 ENSG00000283998
MIR4479 ENSG00000266507
RNU6-247P ENSG00000199506
RNA5SP533 ENSG00000252830
MIR3166 ENSG00000266581
RDH13 ENSG00000274504
MIR520D ENSG00000207735
RN7SL583P ENSG00000239504
RNU6-1266P ENSG00000199664
MIR718 ENSG00000284286
MIR1251 ENSG00000221479
MIR208B ENSG00000215991
RNU6-1227P ENSG00000206708
MIR153-1 ENSG00000207647
MIR1178 ENSG00000283768
RN7SL521P ENSG00000240877
RNU6-875P ENSG00000252297
RN7SL307P ENSG00000243338
MIR300 ENSG00000215957
RN7SL681P ENSG00000240966
RN7SKP231 ENSG00000200151
MIR133A2 ENSG00000284508
RNU6-644P ENSG00000212457
MIR625 ENSG00000207781
RNU6-44P ENSG00000206772
RN7SL477P ENSG00000239367
RNU6-1097P ENSG00000200456
MIR1268A ENSG00000221641
RNU6-1314P ENSG00000252948
MIR4445 ENSG00000265956
MIR1225 ENSG00000221656
RNU6-845P ENSG00000199448
RNU6-869P ENSG00000207138
RNU6-829P ENSG00000200570
RNU6-1224P ENSG00000252593
MIR6511A4 ENSG00000273613
MIR6126 ENSG00000273776
RN7SL617P ENSG00000241162
MIR4641 ENSG00000266494
SNORD115-37 ENSG00000200638
RN7SL93P ENSG00000240327
SNORA70G ENSG00000206650
MIR6080 ENSG00000278581
MIR3692 ENSG00000266617
RN7SL466P ENSG00000241347
MIR4518 ENSG00000266305
RNU1-21P ENSG00000200197
RNU6-581P ENSG00000252023
RNU6-1102P ENSG00000251958
MIR6718 ENSG00000275518
MIR591 ENSG00000208025
RN7SKP136 ENSG00000222859
RNA5SP318 ENSG00000252161
MIR429 ENSG00000198976
MIR6774 ENSG00000274134
RN7SL255P ENSG00000239808
MIR520H ENSG00000207861
RNU6-1073P ENSG00000252991
MIR671 ENSG00000284191
SNORD115-34 ENSG00000199311
MIR371A ENSG00000199031
RNU6-6P ENSG00000272055
MIR650 ENSG00000284049
RNU7-60P ENSG00000251747
RNA5SP363 ENSG00000201942
RN7SL363P ENSG00000241869
MIR1208 ENSG00000221261
MIR609 ENSG00000208033
RNA5SP42 ENSG00000201148
MIR6823 ENSG00000278799
MIR6812 ENSG00000273555
RN7SKP216 ENSG00000222982
RN7SL621P ENSG00000240189
MIR3910-2 ENSG00000283351
RNA5SP215 ENSG00000200310
MIR4701 ENSG00000264201
MIR548BB ENSG00000281426
MIR5571 ENSG00000264824
RNU1-143P ENSG00000252105
RNA5SP201 ENSG00000222248
RNU6-601P ENSG00000207270
MIR5692C1 ENSG00000265924
RN7SL172P ENSG00000243544
SNORD5 ENSG00000239195
RNA5SP433 ENSG00000201361
MIR4443 ENSG00000265483
RNA5SP287 ENSG00000252167
RN7SL708P ENSG00000265675
MIR4462 ENSG00000263926
RN7SL538P ENSG00000240692
RN7SL328P ENSG00000240853
MIR337 ENSG00000199151
RNU6-580P ENSG00000202029
RNU6-759P ENSG00000252549
RNA5SP181 ENSG00000222178
MIR5186 ENSG00000264330
RN7SL14P ENSG00000266720
RNU6-202P ENSG00000251807
MIR3144 ENSG00000265725
RNU5E-9P ENSG00000223096
RNU6-177P ENSG00000223189
RNU2-64P ENSG00000223247
MIR6882 ENSG00000275411
RNU6-1289P ENSG00000207160
MIR6132 ENSG00000283923
MIR551B ENSG00000207717
RNU2-48P ENSG00000222626
RN7SL34P ENSG00000239868
RNU6-253P ENSG00000207461
MIR3689C ENSG00000264744
MIR512-2 ENSG00000207644
RNA5SP149 ENSG00000201822
RN7SL530P ENSG00000239910
MIR4800 ENSG00000284276
RMRPP5 ENSG00000223088
RNA5SP170 ENSG00000252959
RNU6-336P ENSG00000201761
MIR509-2 ENSG00000212013
RN7SL284P ENSG00000243446
MIR3125 ENSG00000264370
MIR4802 ENSG00000263642
RNU6-250P ENSG00000252767
RNA5SP489 ENSG00000238627
SNORD115-13 ENSG00000273835
RNU6-1210P ENSG00000200645
MIR1258 ENSG00000221240
RNU6-630P ENSG00000212560
MIR6839 ENSG00000275667
RN7SKP233 ENSG00000252814
RN7SL3 ENSG00000278771
RNA5SP74 ENSG00000200408
RNU1-150P ENSG00000199361
RNU6-999P ENSG00000251754
MIR4776-1 ENSG00000266354
RN7SKP121 ENSG00000222774
MIR5680 ENSG00000266756
RNU6ATAC3P ENSG00000210709
RNU7-130P ENSG00000238441
RN7SKP288 ENSG00000252036
MIR3611 ENSG00000266228
MIR1321 ENSG00000283435
RN7SKP36 ENSG00000200867
SNORD121B ENSG00000238300
MIR3667 ENSG00000264139
RN7SL587P ENSG00000240233
RNU5B-1 ENSG00000200156
MIR6128 ENSG00000274770
MIR20B ENSG00000284043
RNU6-26P ENSG00000206712
RNU6-1018P ENSG00000252386
RN7SL385P ENSG00000241333
RNU6-1156P ENSG00000222297
RN7SL690P ENSG00000264879
MIR4447 ENSG00000265433
RN7SL229P ENSG00000242811
RNU5B-4P ENSG00000200378
MIR3164 ENSG00000265539
MIR2114 ENSG00000252454
RN7SL785P ENSG00000266158
RNU6-1078P ENSG00000201392
RNU1-72P ENSG00000199846
RNU6-577P ENSG00000252756
MIR4282 ENSG00000266180
RNU1-84P ENSG00000202317
MIR6756 ENSG00000284148
RN7SL327P ENSG00000275992
MIR664B ENSG00000284450
RNU6-634P ENSG00000239189
RNU6-851P ENSG00000207295
RNU6-352P ENSG00000252717
RNA5SP222 ENSG00000222971
RNA5SP358 ENSG00000199843
MIR29B1 ENSG00000283797
MIR548X2 ENSG00000263581
RN7SKP85 ENSG00000223281
RNU6-727P ENSG00000200462
NLRP7 ENSG00000276804
RN7SKP94 ENSG00000222976
RNU6-348P ENSG00000207114
RN7SKP20 ENSG00000199622
MIR3150B ENSG00000284147
RNU4-70P ENSG00000207309
RN7SKP152 ENSG00000222376
MIR762 ENSG00000211591
RNU4-89P ENSG00000272359
RN7SL845P ENSG00000244328
RNA5SP528 ENSG00000275305
RNA5SP273 ENSG00000199354
MIR6894 ENSG00000277474
MIR3182 ENSG00000263785
RN7SL589P ENSG00000239247
MIR19B2 ENSG00000284107
RNU1-88P ENSG00000238554
MIR6778 ENSG00000283772
RN7SL665P ENSG00000264169
RNU6-1252P ENSG00000199924
RN7SKP242 ENSG00000251776
RNU6-293P ENSG00000223191
RNA5SP524 ENSG00000201285
RNA5SP258 ENSG00000199620
RN7SL718P ENSG00000264423
SNORA70B ENSG00000206937
MIR4738 ENSG00000283853
RNU6-469P ENSG00000252062
RNU6-455P ENSG00000207412
SNORA40 ENSG00000210825
RNU6-1044P ENSG00000207486
RNA5SP246 ENSG00000239021
MIR6786 ENSG00000277784
RNU6-47P ENSG00000206593
RNU6-1264P ENSG00000206618
RN7SL499P ENSG00000239202
SNORD96A ENSG00000272296
MIR6806 ENSG00000277588
RN7SKP165 ENSG00000223282
RN7SKP107 ENSG00000201027
RNU1-28P ENSG00000206588
RNA5SP261 ENSG00000222468
RNU6-857P ENSG00000251702
TFPT ENSG00000278161
RNU6-1100P ENSG00000222623
RNU6-925P ENSG00000207359
MIR4435-1 ENSG00000265507
RNA5SP393 ENSG00000200293
RN7SL547P ENSG00000240584
RNU6-106P ENSG00000207134
RNU6-866P ENSG00000274607
RNU6-1193P ENSG00000238551
RN7SL824P ENSG00000242764
RN7SKP101 ENSG00000223308
RN7SKP146 ENSG00000222174
RN7SKP184 ENSG00000199218
MIR301B ENSG00000212102
RNU6-1107P ENSG00000201687
RNU6-417P ENSG00000207443
RNA5SP21 ENSG00000222849
RNU6-13P ENSG00000206975
RNU1-130P ENSG00000200800
MIR302C ENSG00000199102
RNU6-519P ENSG00000222522
RNU7-71P ENSG00000251868
SNORD34 ENSG00000202503
SNORD116-2 ENSG00000207001
RN7SL331P ENSG00000278422
MIR4799 ENSG00000264274
SNORA25 ENSG00000207112
RN7SKP75 ENSG00000199940
RNA5SP39 ENSG00000223177
MIR6832 ENSG00000274494
RNU6-744P ENSG00000202427
RNU6-383P ENSG00000222796
RN7SKP105 ENSG00000253001
RN7SKP175 ENSG00000275558
RNU6-572P ENSG00000252533
MIR183 ENSG00000207691
SNORA63 ENSG00000200320
SNORD115-31 ENSG00000202188
RNU6-571P ENSG00000206855
SNORD38B ENSG00000281859
RNU6-1159P ENSG00000199803
MIR204 ENSG00000207935
SNORD87 ENSG00000254341
RNU6-1035P ENSG00000207206
RNU7-121P ENSG00000252413
RNU2-40P ENSG00000222765
RNA5S3 ENSG00000199337
RNU6-330P ENSG00000199885
MIR1302-8 ENSG00000221269
RNU6-240P ENSG00000251907
RN7SL435P ENSG00000263944
RNU5E-10P ENSG00000200376
RNA5SP94 ENSG00000252726
SNORA50B ENSG00000253007
RNA5SP188 ENSG00000199786
RNU6-1096P ENSG00000252898
RNU6-590P ENSG00000201909
MIR3927 ENSG00000263861
RN7SL2 ENSG00000274012
SNORA66 ENSG00000207523
RNA5SP100 ENSG00000222835
RN7SL582P ENSG00000241156
RNA5SP152 ENSG00000202054
MIR3915 ENSG00000263600
RN7SKP53 ENSG00000223269
RN7SL734P ENSG00000243420
SNORA30 ENSG00000206755
RNA5SP282 ENSG00000252164
MIR501 ENSG00000211538
RNU7-2P ENSG00000251905
RNU6-1217P ENSG00000223208
RNU7-148P ENSG00000238357
RNU7-65P ENSG00000252457
RNU6-1077P ENSG00000222438
MIR4330 ENSG00000265789
RNU6-373P ENSG00000223179
RNU6-218P ENSG00000252929
RNU6-733P ENSG00000222691
RNU4-67P ENSG00000201439
RNA5SP394 ENSG00000201086
MIR3115 ENSG00000263793
RN7SL301P ENSG00000274169
RNU4ATAC7P ENSG00000252089
RNU6-1132P ENSG00000239108
RN7SL719P ENSG00000274632
RN7SL552P ENSG00000239466
MIR6735 ENSG00000274975
RNA5SP67 ENSG00000252231
RNU6-1262P ENSG00000252026
RNA5SP507 ENSG00000200473
RNU6-635P ENSG00000252460
RNA5SP256 ENSG00000212280
RNA5-8SN5 ENSG00000274917
RNU4-76P ENSG00000201379
RNU1-83P ENSG00000200296
MIR5584 ENSG00000263381
TARM1 ENSG00000275806
RNU6-859P ENSG00000199598
SNORA1B ENSG00000199405
MIR556 ENSG00000207729
RN7SKP97 ENSG00000222898
RNU6-933P ENSG00000207153
RNA5S5 ENSG00000199396
MIR1295B ENSG00000283598
SNORD116-4 ENSG00000275529
RNU6-883P ENSG00000207327
MIR6084 ENSG00000284005
RNU6-1086P ENSG00000222862
RNU6-431P ENSG00000206601
RNU6-823P ENSG00000212344
MIR4677 ENSG00000265201
RNU6-974P ENSG00000206826
SNORA71D ENSG00000200354
RNU2-11P ENSG00000239122
NLRP7 ENSG00000275483
MIR199A2 ENSG00000208024
RN7SKP245 ENSG00000200895
MIR1237 ENSG00000221273
RNU5A-3P ENSG00000254172
RNA5SP66 ENSG00000252987
RNU4-4P ENSG00000201458
RNA5SP263 ENSG00000200246
RNU6-620P ENSG00000206744
RNU6-472P ENSG00000207026
SNORA74A ENSG00000200959
RNA5SP420 ENSG00000252806
MIR4691 ENSG00000284435
MIR181B1 ENSG00000207975
RNU6-862P ENSG00000199674
RN7SL692P ENSG00000239710
SNORD53B ENSG00000265706
MIR4697 ENSG00000284020
MIR1307 ENSG00000283867
RN7SL638P ENSG00000243702
RNU6-4P ENSG00000206932
RNU6-346P ENSG00000252097
RNU1-13P ENSG00000238825
MIR3198-2 ENSG00000283803
RNU6ATAC21P ENSG00000221583
MIR4295 ENSG00000264763
RNU6-50P ENSG00000199226
RNU6-424P ENSG00000207095
RNA5SP265 ENSG00000222955
RN7SKP294 ENSG00000199640
SNORD114-25 ENSG00000200612
SNORD32B ENSG00000265634
MIR4496 ENSG00000284388
MIR759 ENSG00000211579
RN7SL210P ENSG00000275961
RN7SL709P ENSG00000241032
RNU6-1031P ENSG00000207504
RNU6-1242P ENSG00000212354
RN7SKP10 ENSG00000201161
RNU6-60P ENSG00000201662
MIR18A ENSG00000283815
RNU6-886P ENSG00000207046
MIR6085 ENSG00000275451
RN7SL125P ENSG00000244514
RNU6-654P ENSG00000201243
SCARNA18 ENSG00000238835
SNORD18C ENSG00000199574
MIR1469 ENSG00000283888
MIR4723 ENSG00000284532
RNU6-1207P ENSG00000275615
RNU6-194P ENSG00000200732
RNA5SP434 ENSG00000252456
RNA5SP317 ENSG00000222108
MIR2117 ENSG00000284344
MIR5587 ENSG00000266124
RNA5SP518 ENSG00000251766
RNU7-80P ENSG00000238778
RNU6-128P ENSG00000206703
MIR142 ENSG00000284353
RNA5SP452 ENSG00000199874
MIR3976 ENSG00000272380
RNU6ATAC12P ENSG00000252351
RNU6-416P ENSG00000252074
RNA5SP512 ENSG00000201420
RN7SL717P ENSG00000240302
MIR526B ENSG00000207580
MIR1227 ENSG00000221411
MBOAT7 ENSG00000277025
RN7SL570P ENSG00000241174
MIR4779 ENSG00000265420
RNU6-762P ENSG00000252916
MIR23A ENSG00000207980
RNU6-563P ENSG00000201742
RNU6-496P ENSG00000251954
SNORA38 ENSG00000263879
RNU6-968P ENSG00000206803
RNA5SP174 ENSG00000199572
MIR6811 ENSG00000277842
RNU6-355P ENSG00000222359
MIR526A1 ENSG00000207629
RN7SL265P ENSG00000241709
RNA5SP136 ENSG00000222838
RNA5SP60 ENSG00000222552
MIR3617 ENSG00000266071
RNU6ATAC20P ENSG00000221363
SNORD114-16 ENSG00000199914
RNU6-1017P ENSG00000200483
MIR3127 ENSG00000264157
RN7SKP213 ENSG00000222678
MIR1257 ENSG00000284193
RNU6-5P ENSG00000206965
SNORD18A ENSG00000200623
RNA5SP98 ENSG00000200028
MIR6872 ENSG00000283848
MIR33A ENSG00000207932
RNA5SP88 ENSG00000202430
RN7SL268P ENSG00000277187
RNA5SP255 ENSG00000252179
SNORD115-6 ENSG00000200812
RNU1-31P ENSG00000200745
MIR103B1 ENSG00000283612
MIR4762 ENSG00000264160
RNU6-129P ENSG00000212324
RNU6-922P ENSG00000252562
RNU5A-5P ENSG00000222986
RN7SL660P ENSG00000278746
MIR378G ENSG00000263526
MIR4465 ENSG00000264390
RN7SL111P ENSG00000243510
SNORD115-3 ENSG00000199970
MIR449C ENSG00000251856
RNU6-199P ENSG00000199824
MIR6751 ENSG00000284489
MIR6892 ENSG00000278449
MIR6831 ENSG00000283717
RNU6-1111P ENSG00000212420
RNA5SP439 ENSG00000274164
MIR1827 ENSG00000221476
RNU6-327P ENSG00000252079
MIR486-2 ENSG00000283450
MIR8056 ENSG00000274994
RN7SL242P ENSG00000244389
MIR7106 ENSG00000276908
RNA5SP107 ENSG00000223290
RNU6-150P ENSG00000252046
SNORA38B ENSG00000200394
RNU6-665P ENSG00000207369
MIR374C ENSG00000283534
MIR550B1 ENSG00000283237
RNU6-765P ENSG00000252725
RNA5SP124 ENSG00000199609
MIR3183 ENSG00000264429
RNVU1-1 ENSG00000207340
SNORA8 ENSG00000207304
SCARNA5 ENSG00000252010
MIR4650-1 ENSG00000266525
RNA5SP274 ENSG00000222416
SNORA70C ENSG00000207268
RNU6-90P ENSG00000272337
RNU6-89P ENSG00000272262
MIR423 ENSG00000283935
RN7SL162P ENSG00000266503
MIR596 ENSG00000207826
SNORD115-8 ENSG00000200726
RNA5SP493 ENSG00000200985
RNA5SP365 ENSG00000252207
MIR548D2 ENSG00000263690
RN7SL480P ENSG00000266187
SNORD96B ENSG00000208883
RNA5SP272 ENSG00000251904
MIR181A2 ENSG00000207595
RNA5SP90 ENSG00000201671
RNU2-3P ENSG00000222076
MIR4740 ENSG00000266392
MIR3689E ENSG00000266827
RNU6-548P ENSG00000252892
RNU6ATAC39P ENSG00000252118
RNU6-125P ENSG00000207234
MIR4433B ENSG00000264297
RNU6-180P ENSG00000252506
RNA5SP448 ENSG00000200021
MIR548F5 ENSG00000221348
RNA5SP396 ENSG00000201704
RN7SL268P ENSG00000244425
MIR3129 ENSG00000264725
RNU6-414P ENSG00000200575
RNA5SP115 ENSG00000223092
MIR105-1 ENSG00000207957
RNU6-850P ENSG00000252743
RNU6-41P ENSG00000207472
RNU6-287P ENSG00000252039
MIR4755 ENSG00000264616
RN7SKP18 ENSG00000251814
RNU6-140P ENSG00000207296
RN7SL394P ENSG00000239942
SNORD112 ENSG00000275662
RNU6-898P ENSG00000202497
RNU6-382P ENSG00000202051
MIR4533 ENSG00000266140
RNU6-97P ENSG00000200257
RNA5-8SP5 ENSG00000202174
RNU5E-6P ENSG00000202444
RN7SL382P ENSG00000240723
SNORD118 ENSG00000200463
RNU6-182P ENSG00000252779
RNU6-224P ENSG00000206782
MIR6724-4 ENSG00000275692
RNA5SP253 ENSG00000252029
RNA5SP334 ENSG00000201695
RNU7-95P ENSG00000239007
SNORA47 ENSG00000238961
RNU6-641P ENSG00000206733
RNU6-609P ENSG00000202329
MIR3619 ENSG00000266533
RNU6-996P ENSG00000202308
SNORD116-10 ENSG00000200661
RNU6-821P ENSG00000212297
RNU6-923P ENSG00000201623
RN7SL4P ENSG00000263740
RNU7-90P ENSG00000238731
SNORD9 ENSG00000199436
MIR8053 ENSG00000277388
RNU2-51P ENSG00000222640
RN7SKP224 ENSG00000201010
RNU2-13P ENSG00000251718
RNU6-213P ENSG00000206778
RNA5SP146 ENSG00000222675
RNU6-975P ENSG00000207023
MIR4639 ENSG00000263712
RNU6-338P ENSG00000206615
RN7SL616P ENSG00000266477
RNU7-195P ENSG00000239151
RN7SL344P ENSG00000241395
RN7SKP272 ENSG00000252797
MIR6835 ENSG00000276404
RN7SL865P ENSG00000240205
RNU6-411P ENSG00000207180
MIR2113 ENSG00000238367
RNU7-23P ENSG00000239099
RNU6-559P ENSG00000251960
RNU6-841P ENSG00000206599
RNU2-10P ENSG00000252184
RNU6-266P ENSG00000201095
MIR592 ENSG00000207692
RN7SL253P ENSG00000241652
RNU6-501P ENSG00000200942
RNU6-967P ENSG00000201894
RNU7-133P ENSG00000238987
